Date and Time,End Time,Duration (min),Activity,Quantity,Extra data,Text,Notes,Caregiver
12/3/2020 9:45,,,Bottle,3.5,Milk,Baby B drank 3.5 oz of milk,,Mom
12/3/2020 7:30,,,Pumping,4.5,oz,4.5 oz Expressed,,Mom
12/3/2020 6:30,12/3/2020 6:40,10,Bottle,3.2,Milk,Baby B drank 3.25 oz of milk (10m),,Dad
12/3/2020 4:00,,,Pumping,4.5,oz,4.5 oz Expressed,,Mom
12/3/2020 3:40,,,Bottle,4,Milk,Baby B drank 4 oz of milk,,Mom
12/3/2020 0:20,,,Bottle,4,Milk,Baby B drank 4 oz of milk,,Mom
12/3/2020 0:05,,,Pumping,5.5,oz,5.5 oz Expressed,,Mom
12/2/2020 18:40,,,Bottle,2,Milk,Baby B drank 2 oz of milk,,Mom
12/2/2020 18:40,,,Pumping,4.5,oz,4.5 oz Expressed,,Mom
12/2/2020 15:00,,,Pumping,4.5,oz,4.5 oz Expressed,,Mom
12/2/2020 11:15,,,Pumping,5,oz,5 oz Expressed,,Mom
12/2/2020 8:10,,,Pumping,8,oz,8 oz Expressed,,Mom
12/2/2020 5:52,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
12/2/2020 3:26,12/2/2020 5:36,130,Sleep,,,Baby B slept (2h10m),,Mom
12/2/2020 3:13,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
12/2/2020 2:54,12/2/2020 3:17,13,Nursing,,,"Baby B nursed (9m left, 4m right)",,Mom
12/2/2020 0:44,12/2/2020 2:53,129,Sleep,,,Baby B slept (2h09m),,Mom
12/2/2020 0:37,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
12/2/2020 0:18,12/2/2020 0:43,21,Nursing,,,"Baby B nursed (13m right, 8m left)",,Mom
12/1/2020 19:35,12/2/2020 0:17,282,Sleep,,,Baby B slept (4h42m),,Mom
12/1/2020 19:43,,,Pumping,4.5,oz,4.5 oz Expressed,,Mom
12/1/2020 19:12,,,Bottle,3.5,Milk,Baby B drank 3.5 oz of milk,,Mom
12/1/2020 18:50,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
12/1/2020 17:30,12/1/2020 17:53,23,Sleep,,,Baby B slept (23m),,Mom
12/1/2020 16:38,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
12/1/2020 16:08,12/1/2020 16:26,15,Nursing,,,"Baby B nursed (10m left, 5m right)",,Mom
12/1/2020 14:55,12/1/2020 15:41,45,Sleep,,,Baby B slept (45m),,Dad
12/1/2020 14:07,,,Pumping,4.5,oz,4.5 oz Expressed,,Mom
12/1/2020 13:40,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
12/1/2020 13:10,,,Bottle,4,Milk,Baby B drank 4 oz of milk,,Mom
12/1/2020 11:40,12/1/2020 13:08,87,Sleep,,,Baby B slept (1h27m),,Mom
12/1/2020 10:49,,,Pumping,7,oz,7 oz Expressed,,Mom
12/1/2020 10:15,12/1/2020 10:21,6,Bottle,4,Milk,Baby B drank 4 oz of milk (6m),,Dad
12/1/2020 10:10,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
12/1/2020 8:50,12/1/2020 10:00,70,Sleep,,,Baby B slept (1h10m),,Mom
12/1/2020 7:45,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
12/1/2020 7:01,12/1/2020 7:17,13,Nursing,,,"Baby B nursed (9m right, 4m left)",,Mom
12/1/2020 3:30,12/1/2020 7:01,211,Sleep,,,Baby B slept (3h31m),,Mom
12/1/2020 3:21,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
12/1/2020 3:05,12/1/2020 3:28,19,Nursing,,,"Baby B nursed (9m left, 10m right)",,Mom
12/1/2020 0:15,12/1/2020 3:03,168,Sleep,,,Baby B slept (2h48m),,Mom
12/1/2020 0:03,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/30/2020 23:46,12/1/2020 0:13,22,Nursing,,,"Baby B nursed (11m right, 11m left)",,Mom
11/30/2020 19:41,11/30/2020 23:46,245,Sleep,,,Baby B slept (4h05m),,Mom
11/30/2020 19:45,,,Pumping,5,oz,5 oz Expressed,,Mom
11/30/2020 19:15,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
11/30/2020 19:00,,,Bottle,4,Milk,Baby B drank 4 oz of milk,,Mom
11/30/2020 18:37,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/30/2020 17:06,11/30/2020 17:40,35,Sleep,,,Baby B slept (35m),,Dad
11/30/2020 15:45,,,Pumping,5,oz,5 oz Expressed,,Mom
11/30/2020 15:42,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
11/30/2020 15:33,,,Bottle,4.2,Milk,Baby B drank 4.25 oz of milk,,Mom
11/30/2020 13:44,11/30/2020 15:24,100,Sleep,,,Baby B slept (1h40m),,Mom
11/30/2020 13:05,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/30/2020 12:30,11/30/2020 12:50,20,Nursing,,,"Baby B nursed (10m right, 10m left)",,Mom
11/30/2020 11:45,11/30/2020 12:10,25,Sleep,,,Baby B slept (25m),,Mom
11/30/2020 10:54,11/30/2020 11:08,14,Sleep,,,Baby B slept (14m),,Mom
11/30/2020 11:00,,,Weight,10.78,lbs,Baby B's weight: 4.9 kg,,Mom
11/30/2020 10:53,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (large),,Mom
11/30/2020 9:10,,,Bottle,2.5,Milk,Baby B drank 2.5 oz of milk,,Dad
11/30/2020 9:00,,,Pumping,5,oz,5 oz Expressed,,Mom
11/30/2020 7:57,11/30/2020 8:40,43,Sleep,,,Baby B slept (43m),,Mom
11/30/2020 7:09,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/30/2020 6:29,11/30/2020 6:55,21,Nursing,,,"Baby B nursed (13m right, 8m left)",,Mom
11/30/2020 4:22,11/30/2020 6:28,126,Sleep,,,Baby B slept (2h06m),,Dad
11/30/2020 4:10,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/30/2020 3:51,11/30/2020 4:21,25,Nursing,,,"Baby B nursed (14m left, 12m right)",,Mom
11/30/2020 0:52,11/30/2020 3:50,178,Sleep,,,Baby B slept (2h58m),,Mom
11/30/2020 0:40,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/30/2020 0:20,11/30/2020 0:50,25,Nursing,,,"Baby B nursed (12m right, 13m left)",,Mom
11/29/2020 19:56,11/30/2020 0:19,263,Sleep,,,Baby B slept (4h23m),,Mom
11/29/2020 19:50,,,Pumping,5,oz,5 oz Expressed,,Mom
11/29/2020 19:10,,,Bottle,4.5,Milk,Baby B drank 4.5 oz of milk,,Mom
11/29/2020 19:10,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/29/2020 17:33,11/29/2020 18:09,36,Sleep,,,Baby B slept (36m),,Dad
11/29/2020 16:42,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
11/29/2020 16:08,11/29/2020 16:29,19,Nursing,,,"Baby B nursed (13m left, 6m right)",,Mom
11/29/2020 14:51,11/29/2020 15:37,45,Sleep,,,Baby B slept (45m),,Dad
11/29/2020 14:09,,,Pumping,4.5,oz,4.5 oz Expressed,,Mom
11/29/2020 13:29,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (large),,Dad
11/29/2020 13:10,,,Bottle,4,Milk,Baby B drank 4 oz of milk,,Mom
11/29/2020 11:43,11/29/2020 13:09,86,Sleep,,,Baby B slept (1h26m),,Mom
11/29/2020 10:35,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (large),,Dad
11/29/2020 10:27,,,Pumping,6.5,oz,6.5 oz Expressed,,Mom
11/29/2020 10:10,11/29/2020 10:26,16,Bottle,4,Milk,Baby B drank 4 oz of milk (16m),,Mom
11/29/2020 8:40,11/29/2020 10:03,84,Sleep,,,Baby B slept (1h24m),,Dad
11/29/2020 7:49,,,Diaper,,Poopy+Wet,"Baby B had a poopy and wet diaper (open-air accident, large)",,Mom
11/29/2020 7:08,11/29/2020 7:13,5,Nursing,,,Baby B nursed (5m left),,Mom
11/29/2020 5:11,11/29/2020 7:06,115,Sleep,,,Baby B slept (1h55m),,Mom
11/29/2020 5:00,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/29/2020 4:45,11/29/2020 5:10,19,Nursing,,,"Baby B nursed (10m right, 10m left)",,Mom
11/29/2020 2:48,11/29/2020 4:45,117,Sleep,,,Baby B slept (1h57m),,Mom
11/29/2020 2:42,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/29/2020 2:26,11/29/2020 2:47,16,Nursing,,,"Baby B nursed (9m right, 7m left)",,Mom
11/29/2020 0:05,11/29/2020 2:25,140,Sleep,,,Baby B slept (2h20m),,Mom
11/28/2020 23:56,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/28/2020 23:36,11/29/2020 0:03,22,Nursing,,,"Baby B nursed (12m left, 10m right)",,Mom
11/28/2020 19:49,11/28/2020 23:35,226,Sleep,,,Baby B slept (3h46m),,Mom
11/28/2020 20:03,,,Pumping,5,oz,5 oz Expressed,,Mom
11/28/2020 19:15,11/28/2020 19:25,10,Bottle,3.8,Milk,Baby B drank 3.75 oz of milk (10m),,Dad
11/28/2020 19:12,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/28/2020 17:28,11/28/2020 18:04,36,Sleep,,,Baby B slept (36m),,Mom
11/28/2020 17:07,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
11/28/2020 16:12,11/28/2020 16:32,20,Nursing,,,"Baby B nursed (10m right, 10m left)",,Mom
11/28/2020 14:46,11/28/2020 15:49,63,Sleep,,,Baby B slept (1h03m),,Mom
11/28/2020 14:22,,,Pumping,5,oz,5 oz Expressed,,Mom
11/28/2020 14:22,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/28/2020 13:15,11/28/2020 13:31,16,Bottle,3.5,Milk,Baby B drank 3.5 oz of milk (16m),,Dad
11/28/2020 11:50,11/28/2020 13:15,85,Sleep,,,Baby B slept (1h25m),,Dad
11/28/2020 11:07,,,Diaper,,Poopy,Baby B had a poopy diaper (large),,Mom
11/28/2020 10:53,,,Pumping,7,oz,7 oz Expressed,,Mom
11/28/2020 10:43,,,Diaper,,Wet,Baby B had a wet diaper (large),,Dad
11/28/2020 10:15,,,Bottle,4,Milk,Baby B drank 4 oz of milk,,Mom
11/28/2020 9:15,11/28/2020 10:09,54,Sleep,,,Baby B slept (54m),,Mom
11/28/2020 7:28,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/28/2020 7:10,11/28/2020 7:27,12,Nursing,,,Baby B nursed (12m right),,Mom
11/28/2020 4:40,11/28/2020 7:08,147,Sleep,,,Baby B slept (2h27m),,Mom
11/28/2020 4:32,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/28/2020 4:12,11/28/2020 4:39,21,Nursing,,,"Baby B nursed (13m left, 8m right)",,Mom
11/28/2020 1:12,11/28/2020 4:11,179,Sleep,,,Baby B slept (2h59m),,Mom
11/28/2020 1:01,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/28/2020 0:39,11/28/2020 1:12,27,Nursing,,,"Baby B nursed (15m right, 12m left)",,Mom
11/27/2020 19:12,11/28/2020 0:37,325,Sleep,,,Baby B slept (5h25m),,Mom
11/27/2020 19:32,,,Pumping,4.5,oz,4.5 oz Expressed,,Mom
11/27/2020 19:03,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/27/2020 19:00,,,Bottle,4.2,Milk,Baby B drank 4.25 oz of milk,,Mom
11/27/2020 18:07,,,Diaper,,Wet,Baby B had a wet diaper (large),,Mom
11/27/2020 16:06,11/27/2020 16:32,23,Nursing,,,"Baby B nursed (18m left, 5m right)",,Mom
11/27/2020 14:56,11/27/2020 15:59,59,Sleep,,,Baby B slept (59m),,Mom
11/27/2020 14:47,,,Diaper,,Wet,Baby B had a wet diaper (large),,Dad
11/27/2020 13:58,,,Pumping,4.75,oz,4.75 oz Expressed,,Mom
11/27/2020 13:12,,,Bottle,3.8,Milk,Baby B drank 3.75 oz of milk,,Mom
11/27/2020 11:45,11/27/2020 13:09,84,Sleep,,,Baby B slept (1h24m),,Mom
11/27/2020 11:37,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (large),,Mom
11/27/2020 11:19,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/27/2020 10:53,,,Pumping,6.5,oz,6.5 oz Expressed,,Mom
11/27/2020 10:05,,,Bottle,3.2,Milk,Baby B drank 3.25 oz of milk,,Mom
11/27/2020 9:16,11/27/2020 9:55,39,Sleep,,,Baby B slept (39m),,Mom
11/27/2020 8:30,,,Weight,11.12,lbs,Baby B's weight: 11 lbs 2 oz,,Mom
11/27/2020 8:30,,,Head Size,15.35,inch,Baby B's head size: 39 cm,,Mom
11/27/2020 8:30,,,Height,24,inch,Baby B's height: 24 in,,Mom
11/27/2020 8:28,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/27/2020 7:25,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/27/2020 6:59,11/27/2020 7:20,18,Nursing,,,"Baby B nursed (16m right, 2m left)",,Mom
11/27/2020 3:35,11/27/2020 6:59,204,Sleep,,,Baby B slept (3h24m),,Mom
11/27/2020 3:35,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/27/2020 2:52,11/27/2020 3:17,19,Nursing,,,"Baby B nursed (14m left, 5m right)",,Mom
11/26/2020 23:58,11/27/2020 2:52,174,Sleep,,,Baby B slept (2h54m),,Mom
11/26/2020 23:44,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/26/2020 23:30,,,Weight,10.7,lbs,Baby B's weight: 10.7 lbs,,Dad
11/26/2020 23:26,11/26/2020 23:56,25,Nursing,,,"Baby B nursed (12m right, 13m left)",,Mom
11/26/2020 19:40,11/26/2020 23:26,226,Sleep,,,Baby B slept (3h46m),,Mom
11/26/2020 19:50,,,Pumping,5.5,oz,5.5 oz Expressed,,Mom
11/26/2020 19:05,11/26/2020 19:17,12,Bottle,4,Milk,Baby B drank 4 oz of milk (12m),,Dad
11/26/2020 18:50,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/26/2020 17:48,11/26/2020 18:00,13,Sleep,,,Baby B slept (13m),,Dad
11/26/2020 16:39,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
11/26/2020 16:09,11/26/2020 16:31,16,Nursing,,,"Baby B nursed (13m left, 3m right)",,Mom
11/26/2020 15:50,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/26/2020 14:21,11/26/2020 15:50,89,Sleep,,,Baby B slept (1h29m),,Dad
11/26/2020 14:06,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (large),,Mom
11/26/2020 13:49,,,Pumping,3,oz,3 oz Expressed,,Mom
11/26/2020 13:05,11/26/2020 13:19,14,Bottle,3,Milk,Baby B drank 3 oz of milk (14m),,Dad
11/26/2020 11:23,11/26/2020 12:13,50,Sleep,,,Baby B slept (50m),,Dad
11/26/2020 11:23,11/26/2020 12:09,34,Sleep,,,Baby B slept (34m),,Mom
11/26/2020 10:51,,,Pumping,7,oz,7 oz Expressed,,Mom
11/26/2020 10:32,,,Diaper,,Wet,Baby B had a wet diaper (large),,Dad
11/26/2020 10:12,,,Bottle,3.5,Milk,Baby B drank 3.5 oz of milk,,Dad
11/26/2020 8:52,11/26/2020 10:10,72,Sleep,,,Baby B slept (1h12m),,Mom
11/26/2020 7:45,,,Diaper,,Poopy,Baby B had a poopy diaper (large),,Mom
11/26/2020 7:40,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (large),,Mom
11/26/2020 7:11,11/26/2020 7:34,19,Nursing,,,"Baby B nursed (12m right, 7m left)",,Mom
11/26/2020 4:58,11/26/2020 7:07,129,Sleep,,,Baby B slept (2h09m),,Mom
11/26/2020 4:50,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/26/2020 4:32,11/26/2020 4:56,19,Nursing,,,"Baby B nursed (11m left, 8m right)",,Mom
11/26/2020 0:42,11/26/2020 4:32,230,Sleep,,,Baby B slept (3h50m),,Mom
11/26/2020 0:30,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/26/2020 0:13,11/26/2020 0:39,22,Nursing,,,"Baby B nursed (11m right, 11m left)",,Mom
11/25/2020 19:50,11/26/2020 0:12,262,Sleep,,,Baby B slept (4h22m),,Mom
11/25/2020 19:49,,,Pumping,4.5,oz,4.5 oz Expressed,,Mom
11/25/2020 19:24,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/25/2020 19:15,,,Bottle,4,Milk,Baby B drank 4 oz of milk,,Mom
11/25/2020 17:40,11/25/2020 18:07,27,Sleep,,,Baby B slept (27m),,Mom
11/25/2020 16:45,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/25/2020 16:13,11/25/2020 16:34,18,Nursing,,,"Baby B nursed (13m left, 5m right)",,Mom
11/25/2020 14:54,11/25/2020 15:50,56,Sleep,,,Baby B slept (56m),,Mom
11/25/2020 14:21,,,Pumping,4.5,oz,4.5 oz Expressed,,Mom
11/25/2020 13:48,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/25/2020 13:12,,,Bottle,3.5,Milk,Baby B drank 3.5 oz of milk,,Mom
11/25/2020 11:51,11/25/2020 13:12,80,Sleep,,,Baby B slept (1h20m),,Mom
11/25/2020 10:40,,,Pumping,7,oz,7 oz Expressed,,Mom
11/25/2020 10:37,,,Diaper,,Wet,Baby B had a wet diaper (large),,Mom
11/25/2020 10:10,,,Bottle,3.5,Milk,Baby B drank 3.5 oz of milk,,Mom
11/25/2020 8:48,11/25/2020 10:06,78,Sleep,,,Baby B slept (1h18m),,Mom
11/25/2020 8:17,,,Diaper,,Poopy,Baby B had a poopy diaper (large),,Mom
11/25/2020 7:40,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/25/2020 7:06,11/25/2020 7:20,14,Nursing,,,Baby B nursed (14m left),,Mom
11/25/2020 4:21,11/25/2020 7:04,163,Sleep,,,Baby B slept (2h43m),,Mom
11/25/2020 4:12,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/25/2020 3:55,11/25/2020 4:19,18,Nursing,,,"Baby B nursed (10m right, 8m left)",,Mom
11/25/2020 2:02,11/25/2020 3:55,114,Sleep,,,Baby B slept (1h54m),,Mom
11/25/2020 1:52,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/25/2020 1:32,11/25/2020 2:00,22,Nursing,,,"Baby B nursed (12m left, 10m right)",,Mom
11/24/2020 19:27,11/25/2020 1:32,364,Sleep,,,Baby B slept (6h04m),,Mom
11/24/2020 19:40,,,Pumping,4,oz,4 oz Expressed,,Mom
11/24/2020 19:00,,,Bottle,4,Milk,Baby B drank 4 oz of milk,,Mom
11/24/2020 18:45,,,Weight,10.67,lbs,Baby B's weight: 10.67 lbs,,Dad
11/24/2020 18:42,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/24/2020 17:32,11/24/2020 18:12,40,Sleep,,,Baby B slept (40m),,Mom
11/24/2020 16:34,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
11/24/2020 15:46,11/24/2020 16:21,33,Nursing,,,"Baby B nursed (13m right, 19m left)",,Mom
11/24/2020 14:28,11/24/2020 15:38,70,Sleep,,,Baby B slept (1h10m),,Mom
11/24/2020 14:00,,,Pumping,4.5,oz,4.5 oz Expressed,,Mom
11/24/2020 13:27,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (large),,Mom
11/24/2020 12:50,,,Bottle,2,Milk,Baby B drank 2 oz of milk,,Mom
11/24/2020 11:18,11/24/2020 12:44,87,Sleep,,,Baby B slept (1h27m),,Mom
11/24/2020 10:50,,,Pumping,7.5,oz,7.5 oz Expressed,,Mom
11/24/2020 10:11,,,Diaper,,Wet,Baby B had a wet diaper (large),,Mom
11/24/2020 9:50,,,Bottle,4,Milk,Baby B drank 4 oz of milk,,Mom
11/24/2020 8:23,11/24/2020 9:37,74,Sleep,,,Baby B slept (1h14m),,Mom
11/24/2020 7:30,,,Diaper,,Wet,Baby B had a wet diaper (large),,Mom
11/24/2020 6:55,11/24/2020 7:06,9,Nursing,,,Baby B nursed (9m left),,Mom
11/24/2020 4:56,11/24/2020 6:50,114,Sleep,,,Baby B slept (1h54m),,Mom
11/24/2020 4:47,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/24/2020 4:32,11/24/2020 4:54,18,Nursing,,,"Baby B nursed (8m right, 9m left)",,Mom
11/24/2020 1:20,11/24/2020 4:32,191,Sleep,,,Baby B slept (3h11m),,Mom
11/24/2020 1:11,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/24/2020 0:50,11/24/2020 1:17,21,Nursing,,,"Baby B nursed (13m left, 8m right)",,Mom
11/23/2020 19:38,11/24/2020 0:50,312,Sleep,,,Baby B slept (5h12m),,Mom
11/23/2020 20:06,,,Pumping,4.5,oz,4.5 oz Expressed,,Mom
11/23/2020 19:12,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/23/2020 18:57,,,Bottle,3.8,Milk,Baby B drank 3.75 oz of milk,,Dad
11/23/2020 17:27,11/23/2020 18:07,40,Sleep,,,Baby B slept (40m),,Mom
11/23/2020 16:39,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
11/23/2020 16:00,11/23/2020 16:29,26,Nursing,,,"Baby B nursed (13m right, 13m left)",,Mom
11/23/2020 15:47,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/23/2020 14:44,11/23/2020 15:40,56,Sleep,,,Baby B slept (56m),,Mom
11/23/2020 13:55,,,Pumping,4,oz,4 oz Expressed,,Mom
11/23/2020 13:37,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (large),,Mom
11/23/2020 13:02,,,Bottle,2.8,Milk,Baby B drank 2.75 oz of milk,,Mom
11/23/2020 11:36,11/23/2020 12:55,78,Sleep,,,Baby B slept (1h18m),,Mom
11/23/2020 10:30,,,Pumping,7,oz,7 oz Expressed,,Mom
11/23/2020 10:07,,,Bottle,4.2,Milk,Baby B drank 4.2 oz of milk,,Mom
11/23/2020 10:05,,,Diaper,,Wet,Baby B had a wet diaper (large),,Mom
11/23/2020 8:41,11/23/2020 9:59,79,Sleep,,,Baby B slept (1h19m),,Mom
11/23/2020 8:05,,,Diaper,,Wet,Baby B had a wet diaper (small),,Mom
11/23/2020 7:40,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/23/2020 7:08,11/23/2020 7:24,14,Nursing,,,"Baby B nursed (9m left, 5m right)",,Mom
11/23/2020 5:47,11/23/2020 7:04,77,Sleep,,,Baby B slept (1h17m),,Mom
11/23/2020 5:33,11/23/2020 5:42,9,Nursing,,,Baby B nursed (9m right),,Mom
11/23/2020 5:33,,,Diaper,,Wet,"Baby B had a wet diaper (leak, large)",,Dad
11/23/2020 4:25,11/23/2020 5:30,64,Sleep,,,Baby B slept (1h04m),,Mom
11/23/2020 3:58,11/23/2020 4:23,20,Nursing,,,"Baby B nursed (14m left, 6m right)",,Mom
11/23/2020 1:09,11/23/2020 3:58,169,Sleep,,,Baby B slept (2h49m),,Mom
11/23/2020 0:46,,,Diaper,,Wet,"Baby B had a wet diaper (leak, large)",,Dad
11/23/2020 0:39,11/23/2020 1:05,23,Nursing,,,"Baby B nursed (15m right, 8m left)",,Mom
11/22/2020 19:36,11/23/2020 0:34,298,Sleep,,,Baby B slept (4h58m),,Mom
11/22/2020 20:30,,,Weight,10.55,lbs,Baby B's weight: 10.55 lbs,,Mom
11/22/2020 20:02,,,Pumping,5,oz,5 oz Expressed,,Mom
11/22/2020 19:12,11/22/2020 19:24,12,Bottle,3.5,Milk,Baby B drank 3.5 oz of milk (12m),,Dad
11/22/2020 18:50,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
11/22/2020 16:55,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/22/2020 16:16,11/22/2020 16:44,25,Nursing,,,"Baby B nursed (14m left, 11m right)",,Mom
11/22/2020 14:54,11/22/2020 16:12,78,Sleep,,,Baby B slept (1h18m),,Mom
11/22/2020 15:47,,,Pumping,4.5,oz,4.5 oz Expressed,,Mom
11/22/2020 14:13,,,Diaper,,Wet,Baby B had a wet diaper (large),,Mom
11/22/2020 13:17,,,Bottle,3.8,Milk,Baby B drank 3.8 oz of milk,,Mom
11/22/2020 12:38,11/22/2020 12:58,20,Sleep,,,Baby B slept (20m),,Dad
11/22/2020 11:16,,,Pumping,7.5,oz,7.5 oz Expressed,,Mom
11/22/2020 11:09,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/22/2020 10:12,,,Bottle,4.5,Milk,Baby B drank 4.5 oz of milk,,Mom
11/22/2020 8:49,11/22/2020 10:08,79,Sleep,,,Baby B slept (1h19m),,Dad
11/22/2020 8:40,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
11/22/2020 8:00,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
11/22/2020 7:13,11/22/2020 7:29,11,Nursing,,,"Baby B nursed (8m right, 2m left)",,Mom
11/22/2020 5:17,11/22/2020 7:06,109,Sleep,,,Baby B slept (1h49m),,Mom
11/22/2020 5:10,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/22/2020 4:53,11/22/2020 5:14,16,Nursing,,,"Baby B nursed (11m left, 5m right)",,Mom
11/22/2020 2:11,11/22/2020 4:53,161,Sleep,,,Baby B slept (2h41m),,Mom
11/22/2020 2:11,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/22/2020 1:46,11/22/2020 2:09,17,Nursing,,,"Baby B nursed (11m right, 6m left)",,Mom
11/21/2020 20:10,11/22/2020 1:45,335,Sleep,,,Baby B slept (5h35m),,Mom
11/21/2020 20:09,,,Pumping,6,oz,6 oz Expressed,,Mom
11/21/2020 19:42,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/21/2020 19:30,,,Bottle,3.5,Milk,Baby B drank 3.5 oz of milk,,Mom
11/21/2020 17:41,11/21/2020 18:28,47,Sleep,,,Baby B slept (47m),,Dad
11/21/2020 16:40,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/21/2020 16:16,11/21/2020 16:31,13,Nursing,,,Baby B nursed (13m left),,Mom
11/21/2020 15:09,11/21/2020 15:46,38,Sleep,,,Baby B slept (38m),,Dad
11/21/2020 13:59,,,Pumping,4,oz,4 oz Expressed,,Mom
11/21/2020 13:59,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
11/21/2020 13:17,,,Bottle,3.5,Milk,Baby B drank 3.5 oz of milk,,Mom
11/21/2020 11:55,11/21/2020 13:14,79,Sleep,,,Baby B slept (1h19m),,Mom
11/21/2020 10:55,,,Pumping,6.5,oz,6.5 oz Expressed,,Mom
11/21/2020 10:35,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/21/2020 10:10,,,Bottle,4,Milk,Baby B drank 4 oz of milk,,Mom
11/21/2020 8:48,11/21/2020 10:07,79,Sleep,,,Baby B slept (1h19m),,Dad
